,W/L,Fighter1,Fighter2,F1_Kd,F2_Kd,F1_Str,F2_Str,F1_Td,F2_Td,F1_Sub,F2_Sub,Weight class,Method,Round,Time
244,win,Francisco Figueiredo,Jerome Rivera,0,0,29,31,4,0,0,0,Flyweight,U-DEC,3,5:00
245,win,Mike Davis,Mason Jones,0,0,108,117,3,1,0,0,Lightweight,U-DEC,3,5:00
246,win,Umar Nurmagomedov,Sergey Morozov,0,0,25,7,5,0,1,0,Bantamweight,SUB,2,3:39
247,win,Manon Fiorot,Victoria Leonardo,0,0,53,17,1,0,0,0,Women's Flyweight,KO/TKO,2,4:08
248,win,Max Holloway,Calvin Kattar,0,0,445,133,0,0,0,0,Featherweight,U-DEC,5,5:00
249,win,Carlos Condit,Matt Brown,0,0,39,28,2,1,0,0,Welterweight,U-DEC,3,5:00
250,win,Li Jingliang,Santiago Ponzinibbio,1,0,21,11,0,0,0,0,Welterweight,KO/TKO,1,4:25
251,win,Alessio Di Chirico,Joaquin Buckley,1,0,12,3,0,0,0,0,Middleweight,KO/TKO,1,2:12
252,win,Punahele Soriano,Dusko Todorovic,2,0,30,22,0,0,0,0,Middleweight,KO/TKO,1,4:48
253,win,Joselyne Edwards,Wu Yanan,0,0,88,58,0,1,1,0,Women's Bantamweight,U-DEC,3,5:00
254,win,Carlos Felipe,Justin Tafa,0,0,77,86,0,0,0,0,Heavyweight,S-DEC,3,5:00
255,win,Ramazan Emeev,David Zawada,0,0,53,44,4,1,0,0,Welterweight,S-DEC,3,5:00
256,win,Vanessa Melo,Sarah Moras,0,0,56,44,0,0,0,0,Women's Bantamweight,U-DEC,3,5:00
257,win,Austin Lingo,Jacob Kilburn,1,0,95,64,1,1,0,1,Featherweight,U-DEC,3,5:00
258,win,Stephen Thompson,Geoff Neal,0,0,171,85,0,0,0,0,Welterweight,U-DEC,5,5:00
259,win,Jose Aldo,Marlon Vera,0,0,44,46,0,0,0,0,Bantamweight,U-DEC,3,5:00
260,win,Michel Pereira,Khaos Williams,0,0,44,55,2,0,1,0,Welterweight,U-DEC,3,5:00
261,win,Rob Font,Marlon Moraes,1,0,30,9,0,2,0,0,Bantamweight,KO/TKO,1,3:47
262,win,Marcin Tybura,Greg Hardy,0,0,51,50,1,0,0,0,Heavyweight,KO/TKO,2,4:31
263,win,Anthony Pettis,Alex Morono,0,0,50,31,0,1,0,0,Welterweight,U-DEC,3,5:00
264,win,Pannie Kianzad,Sijara Eubanks,0,0,92,49,0,2,0,0,Women's Bantamweight,U-DEC,3,5:00
265,win,Deron Winn,Antonio Arroyo,0,0,20,45,12,0,0,0,Catch Weight,U-DEC,3,5:00
266,win,Taila Santos,Gillian Robertson,0,0,27,9,1,0,1,1,Women's Flyweight,U-DEC,3,5:00
267,win,Tafon Nchukwi,Jamie Pickett,1,0,120,40,0,1,0,0,Middleweight,U-DEC,3,5:00
268,win,Jimmy Flick,Cody Durden,0,0,6,21,0,2,1,0,Flyweight,SUB,1,3:18
269,win,Christos Giagos,Carlton Minus,0,0,31,28,5,0,0,0,Catch Weight,U-DEC,3,5:00
270,draw,Deiveson Figueiredo,Brandon Moreno,0,0,137,132,2,4,0,0,Flyweight,M-DEC,5,5:00
271,win,Charles Oliveira,Tony Ferguson,0,0,41,19,3,0,3,0,Lightweight,U-DEC,3,5:00
272,win,Mackenzie Dern,Virna Jandiroba,0,0,82,63,0,1,0,0,Women's Strawweight,U-DEC,3,5:00
273,win,Kevin Holland,Jacare Souza,0,0,15,2,0,2,0,0,Middleweight,KO/TKO,1,1:45
274,win,Ciryl Gane,Junior Dos Santos,1,0,59,10,0,0,0,0,Heavyweight,KO/TKO,2,2:34
275,win,Cub Swanson,Daniel Pineda,2,0,46,21,1,1,0,1,Featherweight,KO/TKO,2,1:52
276,win,Rafael Fiziev,Renato Moicano,1,0,21,15,0,0,0,0,Lightweight,KO/TKO,1,4:05
277,win,Gavin Tucker,Billy Quarantillo,0,0,106,84,7,0,0,0,Featherweight,U-DEC,3,5:00
278,win,Tecia Torres,Sam Hughes,0,0,52,20,1,0,0,0,Women's Strawweight,KO/TKO,1,5:00
279,win,Chase Hooper,Peter Barrett,0,0,57,48,0,0,2,0,Featherweight,SUB,3,3:02
280,win,Marvin Vettori,Jack Hermansson,1,0,164,122,0,2,1,0,Middleweight,U-DEC,5,5:00
281,win,Jamahal Hill,Ovince Saint Preux,0,0,68,36,0,0,0,0,Light Heavyweight,KO/TKO,2,3:37
282,win,Gabriel Benitez,Justin Jaynes,1,0,38,22,0,0,0,0,Lightweight,KO/TKO,1,4:06
283,win,Roman Dolidze,John Allan,0,0,51,29,3,1,3,0,Light Heavyweight,S-DEC,3,5:00
284,win,Jordan Leavitt,Matt Wiman,0,0,1,0,1,0,0,0,Lightweight,KO/TKO,1,0:22
285,win,Louis Smolka,Jose Quinonez,0,0,59,43,3,2,0,0,Bantamweight,KO/TKO,2,2:15
286,win,Ilia Topuria,Damon Jackson,1,0,31,16,0,0,0,0,Featherweight,KO/TKO,1,2:38
287,win,Jake Collier,Gian Villante,0,0,123,80,0,0,0,0,Heavyweight,U-DEC,3,5:00
288,win,Anthony Smith,Devin Clark,0,0,1,1,1,0,1,0,Light Heavyweight,SUB,1,2:34
289,win,Miguel Baeza,Takashi Sato,0,0,40,15,1,0,1,0,Welterweight,SUB,2,4:28
290,win,Parker Porter,Josh Parisian,0,0,126,114,2,0,1,0,Heavyweight,U-DEC,3,5:00
291,win,Bill Algeo,Spike Carlyle,0,0,70,23,1,4,0,1,Featherweight,U-DEC,3,5:00
292,win,Norma Dumont,Ashlee Evans-Smith,1,0,94,42,2,0,0,0,Women's Bantamweight,U-DEC,3,5:00
293,win,Jonathan Pearce,Kai Kamaka,0,0,51,47,5,1,1,1,Featherweight,KO/TKO,2,4:28
294,win,Anderson Dos Santos,Martin Day,0,0,11,9,1,1,1,0,Bantamweight,SUB,1,4:35
295,win,Gina Mazany,Rachael Ostovich,1,0,72,41,7,0,1,0,Women's Flyweight,KO/TKO,3,4:10
296,win,Su Mudaerji,Malcolm Gordon,1,0,9,0,0,0,0,0,Flyweight,KO/TKO,1,0:44
297,win,Nate Maness,Luke Sanders,1,0,33,55,1,0,1,0,Catch Weight,SUB,2,2:29
298,win,Deiveson Figueiredo,Alex Perez,0,0,5,6,0,0,1,0,Flyweight,SUB,1,1:57
299,win,Valentina Shevchenko,Jennifer Maia,0,0,62,36,5,1,0,0,Women's Flyweight,U-DEC,5,5:00
300,win,Tim Means,Mike Perry,0,0,128,64,0,1,0,2,Welterweight,U-DEC,3,5:00
301,win,Katlyn Chookagian,Cynthia Calvillo,0,0,69,60,0,1,0,0,Women's Flyweight,U-DEC,3,5:00
302,win,Paul Craig,Mauricio Rua,0,0,29,10,4,0,0,0,Light Heavyweight,KO/TKO,2,3:36
303,win,Brandon Moreno,Brandon Royval,0,0,16,17,2,0,2,0,Flyweight,KO/TKO,1,4:59
304,win,Joaquin Buckley,Jordan Wright,2,0,43,18,0,0,0,0,Middleweight,KO/TKO,2,0:18
305,win,Antonina Shevchenko,Ariane Lipski,0,0,39,15,1,0,0,0,Women's Flyweight,KO/TKO,2,4:33
306,win,Nicolas Dalby,Daniel Rodriguez,0,0,50,83,0,0,0,0,Welterweight,U-DEC,3,5:00
307,win,Alan Jouban,Jared Gooden,0,0,168,100,0,1,2,0,Welterweight,U-DEC,3,5:00
308,win,Kyle Daukaus,Dustin Stoltzfus,0,0,64,32,2,0,1,0,Middleweight,U-DEC,3,5:00
309,win,Sasha Palatnikov,Louis Cosce,0,1,125,99,1,1,0,0,Welterweight,KO/TKO,3,2:47
310,win,Rafael Dos Anjos,Paul Felder,0,0,92,98,6,1,0,0,Lightweight,S-DEC,5,5:00
311,win,Khaos Williams,Abdul Razak Alhassan,1,0,5,2,0,0,0,0,Welterweight,KO/TKO,1,0:30
312,win,Ashley Yoder,Miranda Granger,0,0,26,33,2,0,3,0,Women's Strawweight,U-DEC,3,5:00
313,win,Sean Strickland,Brendan Allen,1,0,94,51,1,0,0,0,Catch Weight,KO/TKO,2,1:32
314,win,Cory McKenna,Kay Hansen,0,0,57,67,0,2,0,2,Women's Strawweight,U-DEC,3,5:00
315,win,Kanako Murata,Randa Markos,0,0,29,29,4,0,2,0,Women's Strawweight,U-DEC,3,5:00
316,win,Tony Gravely,Geraldo de Freitas,0,0,49,76,7,1,0,0,Bantamweight,S-DEC,3,5:00
317,win,Alex Morono,Rhys McKee,0,0,176,124,3,0,0,0,Welterweight,U-DEC,3,5:00
318,win,Don'Tale Mayes,Roque Martinez,0,0,59,58,1,1,0,0,Heavyweight,U-DEC,3,5:00
319,win,Glover Teixeira,Thiago Santos,0,1,46,40,4,0,2,0,Light Heavyweight,SUB,3,1:49
320,win,Andrei Arlovski,Tanner Boser,0,0,34,68,0,0,0,0,Heavyweight,U-DEC,3,5:00
321,win,Raoni Barcelos,Khalid Taha,0,0,120,49,2,0,1,0,Bantamweight,U-DEC,3,5:00
322,win,Giga Chikadze,Jamey Simmons,1,0,8,2,0,0,0,0,Featherweight,KO/TKO,1,3:51
323,win,Yan Xiaonan,Claudia Gadelha,0,0,74,36,0,2,0,0,Women's Strawweight,U-DEC,3,5:00
324,win,Trevin Giles,Bevon Lewis,2,0,38,26,1,0,0,0,Middleweight,KO/TKO,3,1:26
325,win,Alexandr Romanov,Marcos Rogerio de Lima,0,0,6,18,2,0,1,0,Heavyweight,SUB,1,4:48
326,win,Darren Elkins,Eduardo Garagorri,0,0,32,36,7,0,1,0,Featherweight,SUB,3,2:22
327,win,Max Griffin,Ramiz Brahimaj,0,0,74,45,0,0,0,0,Welterweight,KO/TKO,3,2:03
328,win,Gustavo Lopez,Anthony Birchak,0,0,26,17,2,0,1,0,Bantamweight,SUB,1,2:43
329,win,Uriah Hall,Anderson Silva,2,0,60,53,0,0,0,0,Middleweight,KO/TKO,4,1:24
330,win,Bryce Mitchell,Andre Fili,0,0,46,27,7,0,1,0,Featherweight,U-DEC,3,5:00
331,win,Greg Hardy,Maurice Greene,1,0,46,17,1,0,0,0,Heavyweight,KO/TKO,2,1:12
332,win,Kevin Holland,Charlie Ontiveros,0,0,11,2,2,0,0,0,Middleweight,SUB,1,2:39
333,win,Thiago Moises,Bobby Green,0,0,42,85,2,2,1,0,Lightweight,U-DEC,3,5:00
334,win,Alexander Hernandez,Chris Gruetzemacher,1,0,29,8,0,0,0,0,Lightweight,KO/TKO,1,1:46
335,win,Adrian Yanez,Victor Rodriguez,1,0,17,6,0,0,0,0,Bantamweight,KO/TKO,1,2:46
336,win,Sean Strickland,Jack Marshman,0,0,106,48,0,0,0,0,Middleweight,U-DEC,3,5:00
337,win,Jason Witt,Cole Williams,0,0,20,1,2,0,1,0,Welterweight,SUB,2,2:09
338,win,Dustin Jacoby,Justin Ledet,2,0,22,10,0,0,0,0,Light Heavyweight,KO/TKO,1,2:38
339,win,Miles Johns,Kevin Natividad,1,0,48,33,0,0,0,0,Bantamweight,KO/TKO,3,2:51
340,win,Khabib Nurmagomedov,Justin Gaethje,0,0,26,29,2,0,1,0,Lightweight,SUB,2,1:34
341,win,Robert Whittaker,Jared Cannonier,1,0,69,53,0,0,0,0,Middleweight,U-DEC,3,5:00
342,win,Alexander Volkov,Walt Harris,0,0,45,16,0,0,0,0,Heavyweight,KO/TKO,2,1:15
343,win,Phil Hawes,Jacob Malkoun,1,0,7,0,0,0,0,0,Middleweight,KO/TKO,1,0:18
344,win,Lauren Murphy,Liliya Shakirova,0,0,22,23,1,0,1,0,Women's Flyweight,SUB,2,3:31
345,win,Magomed Ankalaev,Ion Cutelaba,2,0,21,11,0,0,0,0,Light Heavyweight,KO/TKO,1,4:19
346,win,Tai Tuivasa,Stefan Struve,1,0,27,13,0,0,0,0,Heavyweight,KO/TKO,1,4:59
347,win,Casey Kenney,Nathaniel Wood,0,0,123,136,2,0,0,0,Catch Weight,U-DEC,3,5:00
348,win,Shavkat Rakhmonov,Alex Oliveira,0,0,13,9,0,0,1,0,Welterweight,SUB,1,4:40
349,draw,Da-Un Jung,Sam Alvey,1,0,56,59,0,0,0,0,Light Heavyweight,S-DEC,3,5:00
350,win,Miranda Maverick,Liana Jojua,0,0,49,30,0,0,0,0,Women's Flyweight,KO/TKO,1,5:00
351,win,Joel Alvarez,Alexander Yakovlev,0,0,4,1,0,1,2,0,Lightweight,SUB,1,3:00
352,win,Brian Ortega,Chan Sung Jung,2,0,127,62,3,0,0,0,Featherweight,U-DEC,5,5:00
353,win,Jessica Andrade,Katlyn Chookagian,1,0,28,19,2,0,0,0,Women's Flyweight,KO/TKO,1,4:55
354,win,Jimmy Crute,Modestas Bukauskas,2,0,17,7,0,0,0,0,Light Heavyweight,KO/TKO,1,2:01
355,win,James Krause,Claudio Silva,0,0,94,64,0,2,0,0,Welterweight,U-DEC,3,5:00
356,win,Jonathan Martinez,Thomas Almeida,0,0,73,64,0,0,0,0,Featherweight,U-DEC,3,5:00
357,win,Guram Kutateladze,Mateusz Gamrot,1,0,37,52,0,5,0,0,Lightweight,S-DEC,3,5:00
358,win,Gillian Robertson,Poliana Botelho,0,0,57,22,3,0,0,0,Women's Flyweight,U-DEC,3,5:00
359,win,Junyong Park,John Phillips,0,0,10,5,4,0,0,0,Middleweight,U-DEC,3,5:00
360,win,Fares Ziam,Jamie Mullarkey,0,0,47,20,1,5,0,0,Lightweight,U-DEC,3,5:00
361,win,Maxim Grishin,Gadzhimurad Antigulov,0,0,34,12,1,1,0,0,Light Heavyweight,KO/TKO,2,4:58
362,win,Said Nurmagomedov,Mark Striegl,0,0,18,3,0,0,0,0,Bantamweight,KO/TKO,1,0:51
363,win,Cory Sandhagen,Marlon Moraes,1,0,38,14,0,1,0,0,Bantamweight,KO/TKO,2,1:03
364,win,Edson Barboza,Makwan Amirkhani,2,0,32,11,0,3,1,0,Featherweight,U-DEC,3,5:00
365,win,Marcin Tybura,Ben Rothwell,0,0,94,89,1,0,0,0,Heavyweight,U-DEC,3,5:00
366,win,Dricus Du Plessis,Markus Perez,1,0,26,14,0,0,0,0,Middleweight,KO/TKO,1,3:22
367,win,Tom Aspinall,Alan Baudot,0,0,16,3,1,0,0,0,Heavyweight,KO/TKO,1,1:35
368,win,Ilia Topuria,Youssef Zalal,0,0,13,17,5,0,5,1,Featherweight,U-DEC,3,5:00
369,win,Tom Breese,KB Bhullar,1,0,17,2,0,0,0,0,Middleweight,KO/TKO,1,1:42
370,win,Chris Daukaus,Rodrigo Nascimento,2,0,13,1,0,0,0,0,Heavyweight,KO/TKO,1,0:45
371,win,Joaquin Buckley,Impa Kasanganay,1,0,29,28,1,0,0,0,Middleweight,KO/TKO,2,2:03
372,win,Tony Kelley,Ali AlQaisi,0,0,23,29,0,5,4,1,Bantamweight,U-DEC,3,5:00
373,win,Giga Chikadze,Omar Morales,1,0,65,34,0,0,0,0,Featherweight,U-DEC,3,5:00
374,win,Tracy Cortez,Stephanie Egger,0,0,20,10,3,1,0,0,Women's Bantamweight,U-DEC,3,5:00
375,win,Tagir Ulanbekov,Bruno Silva,0,0,46,47,5,4,0,0,Flyweight,U-DEC,3,5:00
376,win,Holly Holm,Irene Aldana,0,0,154,69,5,0,0,0,Women's Bantamweight,U-DEC,5,5:00
377,win,Carlos Felipe,Yorgan De Castro,0,0,78,48,0,0,0,0,Heavyweight,U-DEC,3,5:00
378,win,Germaine de Randamie,Julianna Pena,0,0,37,27,0,3,2,0,Women's Bantamweight,SUB,3,3:25
379,win,Kyler Phillips,Cameron Else,0,0,32,11,2,0,0,0,Bantamweight,KO/TKO,2,0:44
380,win,Dusko Todorovic,Dequan Townsend,0,0,85,13,1,0,0,0,Middleweight,KO/TKO,2,3:15
381,win,Carlos Condit,Court McGee,1,0,88,84,0,0,0,0,Welterweight,U-DEC,3,5:00
382,draw,Charles Jourdain,Josh Culibao,0,1,44,46,0,0,3,0,Featherweight,S-DEC,3,5:00
383,win,Nassourdine Imavov,Jordan Williams,0,0,68,30,1,0,4,0,Middleweight,U-DEC,3,5:00
384,win,Loma Lookboonmee,Jinh Yu Frey,0,0,80,26,0,1,0,0,Women's Strawweight,U-DEC,3,5:00
385,win,Casey Kenney,Heili Alateng,0,0,109,46,0,0,0,0,Bantamweight,U-DEC,3,5:00
386,win,Luigi Vendramini,Jessin Ayari,1,0,13,2,0,0,0,0,Lightweight,KO/TKO,1,1:12
387,win,Israel Adesanya,Paulo Costa,1,0,55,12,0,0,0,0,Middleweight,KO/TKO,2,3:59
388,win,Jan Blachowicz,Dominick Reyes,1,0,41,21,0,0,0,0,Light Heavyweight,KO/TKO,2,4:36
389,win,Brandon Royval,Kai Kara-France,2,1,39,22,0,0,1,0,Flyweight,SUB,2,0:48
390,win,Ketlen Vieira,Sijara Eubanks,0,0,68,69,2,0,0,0,Women's Bantamweight,U-DEC,3,5:00
391,win,Hakeem Dawodu,Zubaira Tukhugov,0,0,69,35,0,1,0,0,Featherweight,S-DEC,3,5:00
392,win,Brad Riddell,Alex Da Silva,0,0,67,54,1,3,0,1,Lightweight,U-DEC,3,5:00
393,win,Jake Matthews,Diego Sanchez,1,0,72,25,1,0,0,0,Welterweight,U-DEC,3,5:00
394,win,Ludovit Klein,Shane Young,1,0,9,4,0,0,0,0,Featherweight,KO/TKO,1,1:16
395,win,William Knight,Aleksa Camur,0,0,38,17,4,1,1,0,Light Heavyweight,U-DEC,3,5:00
396,win,Juan Espino,Jeff Hughes,0,0,10,0,5,0,1,0,Heavyweight,SUB,1,3:48
397,win,Danilo Marques,Khadis Ibragimov,0,0,16,19,4,0,0,1,Light Heavyweight,U-DEC,3,5:00
398,win,Colby Covington,Tyron Woodley,0,0,78,34,3,1,0,0,Welterweight,KO/TKO,5,1:19
399,nc,Donald Cerrone,Niko Price,0,0,113,150,0,0,0,0,Welterweight,Overturned,3,5:00
400,win,Khamzat Chimaev,Gerald Meerschaert,1,0,4,0,0,0,0,0,Middleweight,KO/TKO,1,0:17
401,win,Johnny Walker,Ryan Spann,0,2,26,7,0,2,0,0,Light Heavyweight,KO/TKO,1,2:43
402,win,Mackenzie Dern,Randa Markos,0,0,9,3,0,0,5,0,Women's Strawweight,SUB,1,3:44
403,win,Kevin Holland,Darren Stewart,0,0,74,57,0,3,0,0,Middleweight,S-DEC,3,5:00
404,win,David Dvorak,Jordan Espinosa,0,0,68,50,0,0,0,0,Flyweight,U-DEC,3,5:00
405,win,Damon Jackson,Mirsad Bektic,0,0,12,13,0,7,7,0,Featherweight,SUB,3,1:21
406,win,Mayra Bueno Silva,Mara Romero Borella,0,0,2,6,0,1,1,0,Women's Flyweight,SUB,1,2:29
407,win,Jessica-Rose Clark,Sarah Alpar,0,0,76,12,1,2,0,0,Women's Bantamweight,KO/TKO,3,4:21
408,win,Darrick Minner,TJ Laramie,0,0,15,0,0,0,1,0,Featherweight,SUB,1,0:52
409,win,Randy Costa,Journey Newson,1,0,4,1,0,0,0,0,Bantamweight,KO/TKO,1,0:41
410,win,Andre Ewell,Irwin Rivera,0,0,123,81,0,1,0,0,Bantamweight,S-DEC,3,5:00
411,win,Tyson Nam,Jerome Rivera,1,0,36,30,0,0,0,0,Bantamweight,KO/TKO,2,0:34
412,win,Michelle Waterson,Angela Hill,0,0,128,131,1,0,0,0,Women's Strawweight,S-DEC,5,5:00
413,win,Ottman Azaitar,Khama Worthy,0,0,16,1,0,0,0,0,Lightweight,KO/TKO,1,1:33
414,win,Roxanne Modafferi,Andrea Lee,0,0,60,97,4,3,0,0,Women's Flyweight,U-DEC,3,5:00
415,win,Ed Herman,Mike Rodriguez,0,2,40,89,2,0,1,0,Light Heavyweight,SUB,3,2:41
416,win,Bobby Green,Alan Patrick,0,0,61,19,4,1,0,0,Lightweight,U-DEC,3,5:00
417,win,Billy Quarantillo,Kyle Nelson,1,0,79,56,2,0,0,0,Featherweight,KO/TKO,3,0:07
418,win,Sijara Eubanks,Julia Avila,0,0,53,34,3,1,3,0,Women's Bantamweight,U-DEC,3,5:00
419,nc,Roosevelt Roberts,Kevin Croom,0,1,2,5,0,0,0,1,Lightweight,Overturned,1,0:31
420,win,Alexandr Romanov,Roque Martinez,0,0,55,7,4,0,2,0,Heavyweight,SUB,2,4:22
421,win,Jalin Turner,Brok Weaver,2,0,66,56,1,1,1,0,Catch Weight,SUB,2,4:20
422,win,Bryan Barberena,Anthony Ivy,0,0,63,36,0,5,2,0,Welterweight,U-DEC,3,5:00
423,win,Sabina Mazo,Justine Kish,1,0,131,93,0,1,1,0,Women's Flyweight,SUB,3,3:57
424,win,Alistair Overeem,Augusto Sakai,0,0,92,99,3,0,0,0,Heavyweight,KO/TKO,5,0:26
425,win,Ovince Saint Preux,Alonzo Menifield,1,0,33,19,0,0,0,0,Light Heavyweight,KO/TKO,2,4:07
426,win,Michel Pereira,Zelim Imadaev,0,0,88,23,1,0,1,0,Welterweight,SUB,3,4:39
427,win,Andre Muniz,Bartosz Fabinski,0,0,4,5,0,1,2,0,Middleweight,SUB,1,2:42
428,win,Brian Kelleher,Ray Rodriguez,0,0,1,1,0,1,1,0,Featherweight,SUB,1,0:39
429,win,Viviane Araujo,Montana De La Rosa,0,0,82,85,0,1,0,0,Women's Flyweight,U-DEC,3,5:00
430,win,Hunter Azure,Cole Smith,1,0,42,31,5,2,0,3,Bantamweight,U-DEC,3,5:00
431,win,Aleksandar Rakic,Anthony Smith,1,0,44,9,0,0,0,0,Light Heavyweight,U-DEC,3,5:00
432,win,Neil Magny,Robbie Lawler,0,0,62,26,4,0,0,0,Welterweight,U-DEC,3,5:00
433,win,Alexa Grasso,Ji Yeon Kim,0,0,88,68,1,0,0,0,Women's Flyweight,U-DEC,3,5:00
434,win,Ricardo Lamas,Bill Algeo,0,0,104,89,5,1,0,0,Featherweight,U-DEC,3,5:00
435,win,Impa Kasanganay,Maki Pitolo,0,0,85,71,0,0,0,0,Middleweight,U-DEC,3,5:00
436,win,Zak Cummings,Alessio Di Chirico,1,0,54,53,0,0,0,0,Middleweight,U-DEC,3,5:00
437,win,Alex Caceres,Austin Springer,0,0,18,14,0,0,1,0,Featherweight,SUB,1,3:38
438,win,Sean Brady,Christian Aguilera,0,0,34,16,2,0,2,0,Welterweight,SUB,2,1:47
439,win,Polyana Viana,Emily Whitmire,0,0,9,2,0,0,1,0,Women's Strawweight,SUB,1,1:53
440,win,Mallory Martin,Hannah Cifers,0,1,22,49,1,0,1,0,Women's Strawweight,SUB,2,1:33
441,win,Frankie Edgar,Pedro Munhoz,0,0,135,166,2,0,0,0,Bantamweight,S-DEC,5,5:00
442,win,Mike Rodriguez,Marcin Prachnio,1,0,21,14,0,0,0,0,Light Heavyweight,KO/TKO,1,2:17
443,win,Joe Solecki,Austin Hubbard,0,0,13,9,0,0,1,0,Lightweight,SUB,1,3:51
444,win,Shana Dobson,Mariya Agapova,0,0,24,22,2,2,0,0,Women's Flyweight,KO/TKO,2,1:38
445,win,Daniel Rodriguez,Dwight Grant,3,1,15,30,0,0,0,0,Welterweight,KO/TKO,1,2:24
446,win,Amanda Lemos,Inoue Mizuki,1,0,83,57,2,0,0,0,Women's Strawweight,U-DEC,3,5:00
447,win,Jordan Wright,Ike Villanueva,1,0,15,7,0,0,0,0,Light Heavyweight,KO/TKO,1,1:31
448,win,Matthew Semelsberger,Carlton Minus,1,0,118,77,2,0,1,0,Welterweight,U-DEC,3,5:00
449,nc,Timur Valiev,Trevin Jones,1,1,66,26,0,1,0,0,Catch Weight,Overturned,2,1:59
450,win,Stipe Miocic,Daniel Cormier,1,0,115,105,0,1,0,0,Heavyweight,U-DEC,5,5:00
451,win,Marlon Vera,Sean O'Malley,0,0,18,10,0,0,0,0,Bantamweight,KO/TKO,1,4:40
452,win,Jairzinho Rozenstruik,Junior Dos Santos,1,0,42,24,0,0,0,0,Heavyweight,KO/TKO,2,3:47
453,win,Daniel Pineda,Herbert Burns,0,0,57,10,1,3,0,0,Featherweight,KO/TKO,2,4:37
454,win,Merab Dvalishvili,John Dodson,0,0,50,27,2,0,0,0,Bantamweight,U-DEC,3,5:00
455,win,Vinc Pichel,Jim Miller,0,0,41,14,3,2,0,2,Lightweight,U-DEC,3,5:00
456,win,Virna Jandiroba,Felice Herrig,0,0,4,1,1,0,2,0,Women's Strawweight,SUB,1,1:44
457,win,Danny Chavez,TJ Brown,0,0,49,43,4,0,0,0,Featherweight,U-DEC,3,5:00
458,win,Livinha Souza,Ashley Yoder,0,0,46,32,1,0,0,0,Women's Strawweight,U-DEC,3,5:00
459,win,Chris Daukaus,Parker Porter,2,0,37,17,0,0,0,0,Heavyweight,KO/TKO,1,4:28
460,win,Kai Kamaka,Tony Kelley,0,0,114,114,5,0,0,0,Featherweight,U-DEC,3,5:00
461,win,Derrick Lewis,Aleksei Oleinik,1,0,35,2,1,1,0,2,Heavyweight,KO/TKO,2,0:21
462,win,Chris Weidman,Omari Akhmedov,0,0,29,33,5,4,0,0,Middleweight,U-DEC,3,5:00
463,win,Darren Stewart,Maki Pitolo,0,0,13,12,0,1,1,0,Middleweight,SUB,1,3:41
464,win,Yana Kunitskaya,Julija Stoliarenko,0,0,43,6,1,0,0,0,Women's Bantamweight,U-DEC,3,5:00
465,win,Beneil Dariush,Scott Holtzman,1,0,36,9,0,0,0,0,Lightweight,KO/TKO,1,4:38
466,win,Tim Means,Laureano Staropoli,1,0,85,71,2,0,0,0,Welterweight,U-DEC,3,5:00
467,win,Kevin Holland,Joaquin Buckley,2,0,79,40,0,0,0,0,Middleweight,KO/TKO,3,0:32
468,win,Nasrat Haqparast,Alexander Munoz,0,0,104,37,0,1,0,0,Lightweight,U-DEC,3,5:00
469,win,Andrew Sanchez,Wellington Turman,1,0,28,21,0,0,0,0,Middleweight,KO/TKO,1,4:14
470,win,Gavin Tucker,Justin Jaynes,0,1,87,41,1,0,4,1,Featherweight,SUB,3,1:43
471,win,Youssef Zalal,Peter Barrett,1,0,54,23,3,0,3,0,Featherweight,U-DEC,3,5:00
472,win,Irwin Rivera,Ali AlQaisi,0,0,36,44,2,2,0,1,Bantamweight,S-DEC,3,5:00
473,win,Derek Brunson,Edmen Shahbazyan,0,0,88,35,4,0,0,0,Middleweight,KO/TKO,3,0:26
474,win,Jennifer Maia,Joanne Calderwood,0,0,20,26,0,1,1,0,Women's Flyweight,SUB,1,4:29
475,win,Vicente Luque,Randy Brown,2,0,64,61,0,1,0,0,Welterweight,KO/TKO,2,4:56
476,win,Bobby Green,Lando Vannata,1,0,115,54,3,1,0,0,Lightweight,U-DEC,3,5:00
477,win,Jonathan Martinez,Frankie Saenz,3,0,79,39,1,1,0,0,Bantamweight,KO/TKO,3,0:57
478,win,Nate Maness,Johnny Munoz,0,0,21,49,1,2,0,1,Featherweight,U-DEC,3,5:00
479,win,Jamall Emmers,Vince Cachero,0,0,103,76,5,0,0,0,Featherweight,U-DEC,3,5:00
480,draw,Chris Gutierrez,Cody Durden,0,0,66,36,1,2,1,1,Bantamweight,U-DEC,3,5:00
481,win,Robert Whittaker,Darren Till,1,0,69,41,2,0,0,0,Middleweight,U-DEC,5,5:00
482,win,Mauricio Rua,Rogerio Nogueira,0,0,54,46,2,0,0,0,Light Heavyweight,S-DEC,3,5:00
483,win,Fabricio Werdum,Alexander Gustafsson,0,0,4,11,1,0,1,0,Heavyweight,SUB,1,2:30
484,win,Carla Esparza,Marina Rodriguez,0,0,33,40,5,0,1,0,Women's Strawweight,S-DEC,3,5:00
485,win,Paul Craig,Gadzhimurad Antigulov,0,0,2,11,0,1,1,0,Light Heavyweight,SUB,1,2:06
486,win,Alex Oliveira,Peter Sobotta,1,0,45,29,0,0,0,0,Welterweight,U-DEC,3,5:00
487,win,Khamzat Chimaev,Rhys McKee,0,0,40,0,1,0,1,0,Welterweight,KO/TKO,1,3:09
